sentence,sentiment
"#PhpEd 5.6 running successfuly via #wine , now to get EMS running",3
"@ChicagoGirl Gotcha.  My place is Atlantic side.  Better for surfing   Plus I like to be close to the crazy foreign restaurants. Mmm, FL.",3
"@clarexsaula Hey, sorry I got off last night!",2
@urbanlifepoetry haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,3
Is thinking about enrolling at the School of Fashion and  Arts (SoFA) or Style Studio in Makati. Kikayness eto!,2
"@xxcharrrs aw anytime, boo. I realized that all I need to have some fun are you guys.  We should change our pics to the poofy hair ones!",3
@megan_ward i am,2
HAHA! Follow john mayer..he's a pretty funny guy  I want to move to L.A .... it's so much more fun!,3
@Karen230683 waaa you too,2
iPhone SDK &amp; I are going to become friends today. Even if it kills me,2
@Karen230683 @amysav83 remember and drink plenty of fluids! and no buwieser dose not count!,0
forgot she had a Twitter account.    Happy Mother's Day!,2
I am now Vice President of Social and Cultural Affairs at Southwestern College,3
"Calling all mothers, calling all mothers...get your butts to bed - the kids'll be here tomorrow",2
Constructivist learning theory - anybody? Oh wait..... there's always wikipedia right?!,2
yay new computer to fiddle about with,3
"@illegalvenez Mmm, comfort junk food. That sounds good. I always preferred Wingstop",3
"@melbritt_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",2
@souljaboytellem gimme some ! i wanna try it   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),3
@TheDigitalEric I'll believe it when I see it,2
"http://twitter.com/cruisemaniac/statuses/1752876129 &quot;@Shadez requires python...  but yeah, as i tweeted yesterday, dont install 1.9.4. ...",2
"@Steven_Morales I like you. I mean as a random person, because I obviously don't know you. but. we think alike",3
Happy Mothers Day,3
@rivahratt I did the late thing last night. Curiosity overload.,2
Yesssssssssss! A rocket to the moon is  going on warped!,3
"@RM16JB haha, yeahh. im still following u tho,",3
@touringtenting I don't mind him not paying rent. I'm just over the moon at the idea of him moving out at least 12 years early,3
"has anyone else seen this? the @twitter DM notification email says &quot;reply on we web.&quot; i am all for cool accents, but it's weird online",0
92.7 is turning it right about now.,2
@LucasPace Wow! I am impressed Pastor Lucas! Great work!!!,2
@Mr_PaulEvans heyyyyy boo,2
What's up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?,2
@RedRosePetals  God bless that oh-so-sexy rahul picture,3
@MarcScott LOL. me too..werd...:p...hubby's fave driver is Martin so I am happy for him and me!!!,2
@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,0
@mileycyrus HI!  I'm Eunice Kyna! I'm a HUGE fan of yours! Can't wait for your next album! ;),3
@kootoyoo Thank you Kirst - your posts on running inspired me,3
@brendanvalencia where and when is your next show? or upcoming ones? i really want to see you guys,3
that's enough! I'll do nothing for 2 hours.,0
@JonathanRKnight you're so gorgeous!!,2
@babygirlparis all ur pic it's so nice  look so cute..oh!!,3
"@caitlinhllywd love you tooooo  Duuude,i need to make myself a shirt that says something cool! what should it say?",2
@ztnewetnorb haha me either but like ive always loved hilary  shes the girl id turn gay for  haha,3
@KielysWorld you are such a great person.,3
"@RisaRM do you like the rain, too?  I love rainstorms and fresh wind.  Nature is amazing",2
Checkin out what new on Twitter,2
@vampire_peter let's smoke and watched dazed and confused. that's a perfect pizza movie too,3
mum's day - ended up being happy  not that it's my day or anything....,3
@kaitgoesrawr26 just got them- about to read &amp; reply,2
ready for a day full of His presence  i'm expecting the best!,3
"@ThaBoyOPhicial  Good eatin.   Hey, follow my son @P33ZY.  He's on now",3
"@jannarden my dead father had a velvet Elvis painting. He said I would get it when he corpsed. I said, &quot;Don't threaten me, old man!&quot;",2
@PostmodernMacro Younger then mine. So no problems here.,2
@steve_berra happy birthday!,3
happy  made 23 necklaces in 24 hours lol Happy Mother's Day to all the Mother's out there,3
@vansunder is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,3
"@Kevin_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",3
@souljaboytellem will u say shoutout to NIKKI!!! please   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),3
? ALREADY FINISHED CHATTING . HAHA ..  ?,3
"Phone with Kayla, Johnathan, and Cisco!  Woo!",2
@moonfrye i would think ANYTHING that the kids had a hand in helping with would be EXTRA special!,3
"@SpoiledMommy thanks  it was one of those goofy in the bathroom self taken dorky shot, ha ha. Hope you have a wonderful mommies day!",3
I'm the proud aunt of baby Afrikaah Itzel 7.9 lbs 20.2 in,3
@mrskutcher Happy Mother's Day! I hope you have an awesome day...and a good rest of the night,3
"I'm uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",2
Officially Mother Day here HAPPY Mother Day to all the MOMS,3
@Corrina2008 your bitches miss you!!!!,3
happy mother's day,3
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,3
Happy Mothers Day!!,3
@CaMabigail Yes ma'am lol. I'll switch to my inspirational side,2
@patgiblin blah blah blah.... just kidding dude  i've never had anyone offer up their stem cells before haha!,2
awesomeness....she comes my way...lol..dun dun dun!,3
"just missing you&amp;hoping to talk to you soon..I'm so happy you're mine again, though  You have no idea..&lt;3",3
"cant contain myself, tooooooo excited",3
@michaelBchevre and all chevre: please follow me at @elishevabalas for chevre only   I'm using @eliseven for public tweeting!  Thanks!,3
I am excited to be home  finally a week and a weekend with people i know,3
@PetesterZ @riceagain: They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,2
so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,3
im talking about twitter some more,2
@nice_argie Yes I am,3
@ninjapants i see you there,2
"It's great to be home! Temp is chill, cat is great and I feel awesome",0
I ... think ... I read 'strawberries'  its hard to have a fav char in your comics: I like bad rabbit and the 'stud' chic - sent to kid,2
@officialTila Thanks for the interview mama!  Enjoy your night,3
"Traveling faster than light might actually be possible. (space.com http://bit.ly/7Ex4J ) yeah, enterprise we'r comin'",3
@09Casper oooooo. i like that too! anywhere near mommy is good for me.,3
Eminem's new song &quot;Beautiful&quot; is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005,2
@bicegirl555 thanks!!,3
@rjramos very cool,3
Happy Mother's Day! It's gonna be an awesome and blessed day! Getting ready for bed... for a beautiful and sunny Sunday...,3
@elf_princess69 hehehe! Barry Killer! U need a pic,0
watching my favorite tv shows on HULU.com for free,3
@DarryleP LOL! I do splurge on chocolate now and then.  And I plan on splurging a little tomorrow!,3
@awesomerthanyou Memphis and RCW both have all new songs.  should be good.,3
Wondering if I shouldn't be gettin to bed about now...,0
"@MrHyrne no juice here, I didntb even let him use my computer.",2
Went to mikey's cousin's wedding. His mom caught the bouquet.,3
went OUT 4 a meet up &amp; MAY B hangin &amp; or hittin a club or bar   IF the car holds up LOL :-P,3
@alyxandracouch what was itt!?,2
"@MikeTattoos LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can't believe you called me out!",3
"ahhh twitter, I havent seen you all day",0
@JennyBax I'm with ya on that one girl!,0
@Zoexander Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,2
@theamazon111 Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,0
@loa_ricardo road movies indies rule  haha,3
@iLoveDarkEdward    Go get 'em!  lol,2
At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie's ex definitely different)... Lucky moi,3
yellow for @meowkitty  ? http://blip.fm/~5z05g,2
@bradiewebbstack hahaha my uncle does that coz my aunty is a whore who left her kids,2
@WTFOSO   I'm not leaving yet!,2
@chore4n yeah... WE STILL NEEDA HANG OUT! Lol. I's glad you had a super time at the show,0
@Yosid ?? ??? ???!,2
finally got a twitter  follow me tweets &lt;3,3
Shower time,2
@JJRogue I have an interview on tuesday so things are turning around I think!! yay! so dont worry!  And Japsicans are a rare breed. ;),3
@steve_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i'm the 12th,3
Thanks @TheCampain for shoutin out my mom today  She also says thanks!,3
OK - so I can't sleep...  Twitter it is,0
Happy Mothers Day Mum,3
@shawtysoDOPE who can do it like we? Noboddddyyyy,0
happy mamas day to all the baby mamas... and the baby mamas mamas,3
"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.",3
watching the original sabrina the teenage witch movie. so different from the series but so rad,0
I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,3
@aileen2u2 It's pretty perfect eh! Yes We Cannabis!  I saw some of those signs at the Global Marijuana March too.,3
"@cherrytreerec hows the peas doin? if you meet them, tell them i said hello",3
Theres nothing like your own pillow.,0
Just finished Church. Happy Mother's Day!,3
Church is in 8 hours! I better hurry up so I can get some sleep!,0
is looking forward to tonight's dinner date with Mom; is gymming this afternoon; started &quot;bawas kanin&quot; (less rice) movement; is celibate.,2
@Dr_Jared I thought of u man!  The city had a parade for him too. He threw out the first pitch for the Brewers game at Miller Park too.,2
The exception for a short dude: Larenz fineass Tate yum,2
@myprivatekeri  Thank you,2
@Commander_Cool yep here's hoping,3
@unitechy good luck.. Finally your long time will of panvel tweetup finally coming true..,3
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,2
i'm goin to bed now. see ya tomorrow twitter ppl.,2
@ThriftyMamaB for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,3
@laurafraley01 if only I had half the drive you had!!!  You are my idol,0
@souljaboytellem SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),3
Going to Scandic to have more food  (and learn about leadership of course),3
"loves the new Mother's Day snl digital short, mother lover, oohhhh cornyness",3
@xxBigOakxx you are a good child.,2
"Time to nap w/my giant, early birthday present, Pooh Bear stuffed animal",3
Saturday Night Live in 3 minutes  Jimmy should still be on it.,0
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,3
@thiscouldbefun Happy Mother's Day! Hope you have an awesome time with the Bug,3
@serenajwilliams Hi Serena just want to say good luck in Madrid and Paris this month,3
WiSHiNG ALL THE MOTHERS A HAPPY MOTHER'S DAY,3
"Laughing for no reason...maybe its because its 2:27 and I'm tired, haha. Maybe i should go to bed  Night!",3
"Goodnight, good morning and HAPPY MOTHERS DAY! Visit my profile to see my silly offspring.Its funny, the love of my life picks his nose!",3
